family,universe,decision_rule,cost_rate,algorithm,mhv,migd,final_wealth,annualized_return
budget,market20,min_variance,0.0025,NSGA-II,0.2691295759026532,0.00097269072450075,5.1312002061576445,0.18750041400562278
budget,market20,min_variance,0.0025,PPS-DMOEA,0.27231638365893984,0.00104591412649888,4.6231048259197856,0.17474125743163788
main,tech14,utopia,0.0005,DNSGA-II-A,0.4148592905533583,0.001061713095791365,34.83565946924834,0.4509373450134578
main,tech14,utopia,0.0005,DNSGA-II-B,0.39473660425708673,0.00112521360413863,31.333027131670804,0.4325699394515544
main,tech14,utopia,0.0005,FITO,0.4147518010238154,0.00108183969996376,41.89788699435837,0.4742430230064124
main,tech14,utopia,0.0005,KGB-DMOEA,0.3482479436724446,0.00129700394072876,21.865103957644532,0.38207484902017874
main,tech14,utopia,0.0005,MDDM-DMOEA,0.4247402311878451,0.001040825093582765,34.96441003461037,0.4471550076183507
main,tech14,utopia,0.0005,NSGA-II,0.37599917643849723,0.001218054476618225,24.847653242322775,0.40124994783484863
main,tech14,utopia,0.0005,PPS-DMOEA,0.39157424100204763,0.0011343405952469149,27.961972474495404,0.4154772062653195
main,tech14,utopia,0.001,DNSGA-II-A,0.4148592905533583,0.001061713095791365,34.60890054634077,0.4499423227177256
main,tech14,utopia,0.001,DNSGA-II-B,0.39473660425708673,0.00112521360413863,31.1395758935926,0.4316463490910071
main,tech14,utopia,0.001,FITO,0.4147518010238154,0.00108183969996376,41.61823150755237,0.4732242718490687
main,tech14,utopia,0.001,KGB-DMOEA,0.3482479436724446,0.00129700394072876,21.728347741551463,0.381161592520416
main,tech14,utopia,0.001,MDDM-DMOEA,0.4247402311878451,0.001040825093582765,34.71515744614469,0.4460813466586517
main,tech14,utopia,0.001,NSGA-II,0.37599917643849723,0.001218054476618225,24.83204444148509,0.40115834471074485
main,tech14,utopia,0.001,PPS-DMOEA,0.39157424100204763,0.0011343405952469149,27.78281664915305,0.4145293185167646
main,tech14,utopia,0.0025,DNSGA-II-A,0.4148592905533583,0.001061713095791365,33.93718174605153,0.4469600986359713
main,tech14,utopia,0.0025,DNSGA-II-B,0.39473660425708673,0.00112521360413863,30.566152645080127,0.4288780185022511
main,tech14,utopia,0.0025,FITO,0.4147518010238154,0.00108183969996376,40.790110387043754,0.4701709181290532
main,tech14,utopia,0.0025,KGB-DMOEA,0.3482479436724446,0.00129700394072876,21.32304942808854,0.37842443292913236
main,tech14,utopia,0.0025,MDDM-DMOEA,0.4247402311878451,0.001040825093582765,33.97770834006074,0.44286364924822264
main,tech14,utopia,0.0025,NSGA-II,0.37599917643849723,0.001218054476618225,24.785266140519646,0.4008834983615799
main,tech14,utopia,0.0025,PPS-DMOEA,0.39157424100204763,0.0011343405952469149,27.25202916844529,0.4116882850341118
main,tech14,max_sharpe,0.0005,DNSGA-II-A,0.4148592905533583,0.001061713095791365,31.80571157115417,0.4368771325301812
main,tech14,max_sharpe,0.0005,DNSGA-II-B,0.39473660425708673,0.00112521360413863,25.981406517965155,0.4060131707347091
main,tech14,max_sharpe,0.0005,FITO,0.4147518010238154,0.00108183969996376,33.73735927714262,0.444614310973195
main,tech14,max_sharpe,0.0005,KGB-DMOEA,0.3482479436724446,0.00129700394072876,24.15031429352775,0.39684787457366466
main,tech14,max_sharpe,0.0005,MDDM-DMOEA,0.4247402311878451,0.001040825093582765,29.840465489868166,0.425405913864228
main,tech14,max_sharpe,0.0005,NSGA-II,0.37599917643849723,0.001218054476618225,24.3575178155237,0.3990359393354207
main,tech14,max_sharpe,0.0005,PPS-DMOEA,0.39157424100204763,0.0011343405952469149,25.173791049394517,0.4015120917337159
main,tech14,max_sharpe,0.001,DNSGA-II-A,0.4148592905533583,0.001061713095791365,31.58966224156402,0.4358461474197838
main,tech14,max_sharpe,0.001,DNSGA-II-B,0.39473660425708673,0.00112521360413863,25.81152611170245,0.4050513995359174
main,tech14,max_sharpe,0.001,FITO,0.4147518010238154,0.00108183969996376,33.49999010077269,0.44355420428421094
main,tech14,max_sharpe,0.001,KGB-DMOEA,0.3482479436724446,0.00129700394072876,23.991782437688663,0.395878340514088
main,tech14,max_sharpe,0.001,MDDM-DMOEA,0.4247402311878451,0.001040825093582765,29.61752581494154,0.4242963857269067
main,tech14,max_sharpe,0.001,NSGA-II,0.37599917643849723,0.001218054476618225,24.343757858405507,0.39895256486891556
main,tech14,max_sharpe,0.001,PPS-DMOEA,0.39157424100204763,0.0011343405952469149,25.007616646382914,0.4005474129266699
main,tech14,max_sharpe,0.0025,DNSGA-II-A,0.4148592905533583,0.001061713095791365,30.95002792420028,0.43275629300564605
main,tech14,max_sharpe,0.0025,DNSGA-II-B,0.39473660425708673,0.00112521360413863,25.308344934491622,0.4021688130568801
main,tech14,max_sharpe,0.0025,FITO,0.4147518010238154,0.00108183969996376,32.797589948071256,0.44037708736399006
main,tech14,max_sharpe,0.0025,KGB-DMOEA,0.3482479436724446,0.00129700394072876,23.522229515222165,0.3929726413145376
main,tech14,max_sharpe,0.0025,MDDM-DMOEA,0.4247402311878451,0.001040825093582765,28.958397025366025,0.4209713884486973
main,tech14,max_sharpe,0.0025,NSGA-II,0.37599917643849723,0.001218054476618225,24.30251204361234,0.3987023906287879
main,tech14,max_sharpe,0.0025,PPS-DMOEA,0.39157424100204763,0.0011343405952469149,24.515499278503626,0.3976561452661129
main,tech14,min_variance,0.0005,DNSGA-II-A,0.4148592905533583,0.001061713095791365,8.211580322252512,0.24744329662552994
main,tech14,min_variance,0.0005,DNSGA-II-B,0.39473660425708673,0.00112521360413863,7.121521735656704,0.22904955031729082
main,tech14,min_variance,0.0005,FITO,0.4147518010238154,0.00108183969996376,7.789932341041508,0.2406047488357408
main,tech14,min_variance,0.0005,KGB-DMOEA,0.3482479436724446,0.00129700394072876,8.732230782996293,0.2555435366747604
main,tech14,min_variance,0.0005,MDDM-DMOEA,0.4247402311878451,0.001040825093582765,7.477202834675869,0.23458825893472307
main,tech14,min_variance,0.0005,NSGA-II,0.37599917643849723,0.001218054476618225,7.626644572941882,0.23622800775208672
main,tech14,min_variance,0.0005,PPS-DMOEA,0.39157424100204763,0.0011343405952469149,7.038979623744943,0.2274146129049321
main,tech14,min_variance,0.001,DNSGA-II-A,0.4148592905533583,0.001061713095791365,8.176115295296361,0.2468747503416441
main,tech14,min_variance,0.001,DNSGA-II-B,0.39473660425708673,0.00112521360413863,7.0962257838716365,0.22859082707361256
main,tech14,min_variance,0.001,FITO,0.4147518010238154,0.00108183969996376,7.7592752750912,0.24009271181720368
main,tech14,min_variance,0.001,KGB-DMOEA,0.3482479436724446,0.00129700394072876,8.687993314359472,0.25487317832948514
main,tech14,min_variance,0.001,MDDM-DMOEA,0.4247402311878451,0.001040825093582765,7.446653211616477,0.2340603410334144
main,tech14,min_variance,0.001,NSGA-II,0.37599917643849723,0.001218054476618225,7.62211173429683,0.23615081283685563
main,tech14,min_variance,0.001,PPS-DMOEA,0.39157424100204763,0.0011343405952469149,7.013590043477686,0.2269513557642746
main,tech14,min_variance,0.0025,DNSGA-II-A,0.4148592905533583,0.001061713095791365,8.070608522766184,0.24517016421186616
main,tech14,min_variance,0.0025,DNSGA-II-B,0.39473660425708673,0.00112521360413863,7.020862821654051,0.22721532803758243
main,tech14,min_variance,0.0025,FITO,0.4147518010238154,0.00108183969996376,7.668006628965617,0.238557431327841
main,tech14,min_variance,0.0025,KGB-DMOEA,0.3482479436724446,0.00129700394072876,8.556583700962735,0.2528636352876982
main,tech14,min_variance,0.0025,MDDM-DMOEA,0.4247402311878451,0.001040825093582765,7.355732521647911,0.23247748026078602
main,tech14,min_variance,0.0025,NSGA-II,0.37599917643849723,0.001218054476618225,7.608527121106299,0.2359192021823837
main,tech14,min_variance,0.0025,PPS-DMOEA,0.39157424100204763,0.0011343405952469149,6.937957800166728,0.22556226843802007
main,market20,utopia,0.0005,DNSGA-II-A,0.2790055571013601,0.0009922550603506252,6.091582074595179,0.2091974225224568
main,market20,utopia,0.0005,DNSGA-II-B,0.25057718010380187,0.00109963810458878,5.544826053948698,0.1973442525048737
main,market20,utopia,0.0005,FITO,0.23932565410427506,0.0011224399308348899,5.7715882311486,0.20225500015503117
main,market20,utopia,0.0005,KGB-DMOEA,0.2560466511945726,0.00102873758213053,5.844445762953591,0.20396527291589434
main,market20,utopia,0.0005,MDDM-DMOEA,0.2857527571274425,0.001021560370153665,5.918425644982731,0.20549947757185216
main,market20,utopia,0.0005,NSGA-II,0.2551868339077589,0.0010136699413142648,6.410747866913871,0.21569552106351106
main,market20,utopia,0.0005,PPS-DMOEA,0.24791437380082787,0.00110383270860007,5.594481913754345,0.19841950838972097
main,market20,utopia,0.001,DNSGA-II-A,0.2790055571013601,0.0009922550603506252,6.058121325722879,0.20849678441809266
main,market20,utopia,0.001,DNSGA-II-B,0.25057718010380187,0.00109963810458878,5.520198133193444,0.19678343232409803
main,market20,utopia,0.001,FITO,0.23932565410427506,0.0011224399308348899,5.743760877584797,0.2016448544205402
main,market20,utopia,0.001,KGB-DMOEA,0.2560466511945726,0.00102873758213053,5.810249696189126,0.203221147964837
main,market20,utopia,0.001,MDDM-DMOEA,0.2857527571274425,0.001021560370153665,5.886937260222366,0.20482474450072313
main,market20,utopia,0.001,NSGA-II,0.2551868339077589,0.0010136699413142648,6.404213098257887,0.2155649687212388
main,market20,utopia,0.001,PPS-DMOEA,0.24791437380082787,0.00110383270860007,5.570288820108723,0.19787376285354896
main,market20,utopia,0.0025,DNSGA-II-A,0.2790055571013601,0.0009922550603506252,5.9588052160696305,0.20639658529724586
main,market20,utopia,0.0025,DNSGA-II-B,0.25057718010380187,0.00109963810458878,5.446952355577407,0.19510210717450055
main,market20,utopia,0.0025,FITO,0.23932565410427506,0.0011224399308348899,5.661061293064494,0.1998157541744442
main,market20,utopia,0.0025,KGB-DMOEA,0.2560466511945726,0.00102873758213053,5.708824871724722,0.20099076026967158
main,market20,utopia,0.0025,MDDM-DMOEA,0.2857527571274425,0.001021560370153665,5.79345295308503,0.20280217808098086
main,market20,utopia,0.0025,NSGA-II,0.2551868339077589,0.0010136699413142648,6.384643447040451,0.21517326824643188
main,market20,utopia,0.0025,PPS-DMOEA,0.24791437380082787,0.00110383270860007,5.498318965803453,0.19623759824286474
main,market20,max_sharpe,0.0005,DNSGA-II-A,0.2790055571013601,0.0009922550603506252,7.170488112073096,0.2297282138974377
main,market20,max_sharpe,0.0005,DNSGA-II-B,0.25057718010380187,0.00109963810458878,6.377106479303874,0.21484033727195295
main,market20,max_sharpe,0.0005,FITO,0.23932565410427506,0.0011224399308348899,6.521988944214232,0.2174732618823619
main,market20,max_sharpe,0.0005,KGB-DMOEA,0.2560466511945726,0.00102873758213053,6.16957158988523,0.21079226365732953
main,market20,max_sharpe,0.0005,MDDM-DMOEA,0.2857527571274425,0.001021560370153665,7.089694636285932,0.22833448898751257
main,market20,max_sharpe,0.0005,NSGA-II,0.2551868339077589,0.0010136699413142648,6.221910875996402,0.21182514310367462
main,market20,max_sharpe,0.0005,PPS-DMOEA,0.24791437380082787,0.00110383270860007,6.404698571813296,0.21538600848618222
main,market20,max_sharpe,0.001,DNSGA-II-A,0.2790055571013601,0.0009922550603506252,7.12937438857998,0.22898472451786947
main,market20,max_sharpe,0.001,DNSGA-II-B,0.25057718010380187,0.00109963810458878,6.348361521613063,0.2142634002304593
main,market20,max_sharpe,0.001,FITO,0.23932565410427506,0.0011224399308348899,6.488505921762405,0.2168165729349571
main,market20,max_sharpe,0.001,KGB-DMOEA,0.2560466511945726,0.00102873758213053,6.131215964397655,0.20999743633228257
main,market20,max_sharpe,0.001,MDDM-DMOEA,0.2857527571274425,0.001021560370153665,7.051205702522525,0.22763333256369916
main,market20,max_sharpe,0.001,NSGA-II,0.2551868339077589,0.0010136699413142648,6.218458794634506,0.2117550934436229
main,market20,max_sharpe,0.001,PPS-DMOEA,0.24791437380082787,0.00110383270860007,6.376816010353084,0.21482992134795326
main,market20,max_sharpe,0.0025,DNSGA-II-A,0.2790055571013601,0.0009922550603506252,7.0074017745073816,0.22675615332683247
main,market20,max_sharpe,0.0025,DNSGA-II-B,0.25057718010380187,0.00109963810458878,6.262881797509551,0.21253376289496623
main,market20,max_sharpe,0.0025,FITO,0.23932565410427506,0.0011224399308348899,6.389059408345898,0.2148480164649457
main,market20,max_sharpe,0.0025,KGB-DMOEA,0.2560466511945726,0.00102873758213053,6.017533451368244,0.20761519902788184
main,market20,max_sharpe,0.0025,MDDM-DMOEA,0.2857527571274425,0.001021560370153665,6.936960662775007,0.2255315840154898
main,market20,max_sharpe,0.0025,NSGA-II,0.2551868339077589,0.0010136699413142648,6.208111126944253,0.21154489694398748
main,market20,max_sharpe,0.0025,PPS-DMOEA,0.24791437380082787,0.00110383270860007,6.293877846881595,0.21316275129600903
main,market20,min_variance,0.0005,DNSGA-II-A,0.2790055571013601,0.0009922550603506252,5.000565382505542,0.18422887319526343
main,market20,min_variance,0.0005,DNSGA-II-B,0.25057718010380187,0.00109963810458878,4.663587522107857,0.17574359122073321
main,market20,min_variance,0.0005,FITO,0.23932565410427506,0.0011224399308348899,4.702109824149868,0.17688709915022482
main,market20,min_variance,0.0005,KGB-DMOEA,0.2560466511945726,0.00102873758213053,5.052594797001743,0.18564649359821478
main,market20,min_variance,0.0005,MDDM-DMOEA,0.2857527571274425,0.001021560370153665,4.523955356164853,0.17204323204475544
main,market20,min_variance,0.0005,NSGA-II,0.2551868339077589,0.0010136699413142648,5.233620104496708,0.19017656698829427
main,market20,min_variance,0.0005,PPS-DMOEA,0.24791437380082787,0.00110383270860007,4.719858883449248,0.1772707690176941
main,market20,min_variance,0.001,DNSGA-II-A,0.2790055571013601,0.0009922550603506252,4.979802501885478,0.1837106855882041
main,market20,min_variance,0.001,DNSGA-II-B,0.25057718010380187,0.00109963810458878,4.649696701142636,0.17537417661519378
main,market20,min_variance,0.001,FITO,0.23932565410427506,0.0011224399308348899,4.68636450888434,0.17647163601694632
main,market20,min_variance,0.001,KGB-DMOEA,0.2560466511945726,0.00102873758213053,5.026676771827013,0.18500464064527625
main,market20,min_variance,0.001,MDDM-DMOEA,0.2857527571274425,0.001021560370153665,4.50792195290898,0.17160573574270838
main,market20,min_variance,0.001,NSGA-II,0.2551868339077589,0.0010136699413142648,5.229293935301608,0.19007295631809834
main,market20,min_variance,0.001,PPS-DMOEA,0.24791437380082787,0.00110383270860007,4.706036805093381,0.1769077567908737
main,market20,min_variance,0.0025,DNSGA-II-A,0.2790055571013601,0.0009922550603506252,4.918015918692005,0.18215706719743643
main,market20,min_variance,0.0025,DNSGA-II-B,0.25057718010380187,0.00109963810458878,4.608265366231347,0.174266424116483
main,market20,min_variance,0.0025,FITO,0.23932565410427506,0.0011224399308348899,4.639435528799083,0.17522586630379314
main,market20,min_variance,0.0025,KGB-DMOEA,0.2560466511945726,0.00102873758213053,4.949695524258661,0.18308057855355722
main,market20,min_variance,0.0025,MDDM-DMOEA,0.2857527571274425,0.001021560370153665,4.460155229653462,0.17029394664427172
main,market20,min_variance,0.0025,NSGA-II,0.2551868339077589,0.0010136699413142648,5.216333874433332,0.1897621002337735
main,market20,min_variance,0.0025,PPS-DMOEA,0.24791437380082787,0.00110383270860007,4.664806247133247,0.17581919047209102
